x,y
0.937984496124031,0.14615384615384616
0.937984496124031,0.25384615384615383
0.937984496124031,0.5461538461538461
0.937984496124031,0.6538461538461539
0.9534883720930233,0.19230769230769232
0.9534883720930233,0.6692307692307692
0.9689922480620154,0.5307692307692308
0.9689922480620154,0.5461538461538461
0.9689922480620154,0.5923076923076923
1.0,0.36153846153846153
1.0,0.5307692307692308
1.0,0.5923076923076923
1.0,0.6230769230769231
1.0,0.823076923076923
1.0155038759689923,0.2076923076923077
1.0310077519379846,0.36153846153846153
1.0465116279069768,0.4230769230769231
1.0465116279069768,0.5461538461538461
1.0775193798449612,0.5923076923076923
1.0775193798449612,0.6230769230769231
